"id","reference","categorie"
1318,"Konica Minolta TA 4700","Imprimante"
1322,"Lexmark B2442dw","Imprimante"
1323,"Lexmark B2442dw","Imprimante"
1316,"Toshiba B-EX4D2-GS12-QM-R - Barcode Printer","Imprimante"
1362,"sans Caddy","serveurs rack"
1363,"sans Caddy","serveurs rack"
1364,"sans Caddy","serveurs rack"
1576,"FUJITSU 147gb 10k rpm 2.5"" avec adaptateur 3.5""","SAS — 2,5"" — 600GB / 900GB HDD"
1621,"HPE 600GB — SAS 15K — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1622,"HPE 600GB — SAS 15K — avec adaptateur 3,5""","SAS — 2,5"" — 600GB / 900GB HDD"
1544,"Dell Enterprise Capacity 1TB — SAS — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1545,"Dell Enterprise Capacity 1TB — SAS — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1541,"Dell Enterprise Class 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1542,"Dell Enterprise Class 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1372,"2ème emplacement CPU HS","serveurs rack"
1543,"Dell Enterprise Class 1.2TB — SAS 10K — 2,5""","SAS— 2,5"" — 1TB / 1,2TB HDD"
1244,"HDD SAS 2To-7.2K RPM-BLEU-Seagate Enterpise Capacity 3.5v5","Stockage-Disque SAS"
1203,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1353,"Dell EMC T430","serveurs Tour"
1354,"HP ML350 G9","serveurs Tour"
1355,"HP ML350 G9","serveurs Tour"
1356,"HP ML350 G9","serveurs Tour"
1347,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1348,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1349,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1350,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1384,"Dell EMC PowerEdge R440","serveurs rack"
1382,"Dell PowerEdge R430","serveurs rack"
1376,"Dell PowerEdge R630","serveurs rack"
1377,"Dell PowerEdge R630","serveurs rack"
1378,"Dell PowerEdge R630","serveurs rack"
1379,"Dell PowerEdge R630","serveurs rack"
1735,"HPE 500W Flex Slot Platinum Option : 720478-B21 Spare : 754377-001 Modèle : HSTNS-PL40","HPE / HP(ALIMENTATIONS SERVEUR)"
868,"USB-C to C 5Gbps 100W 5A","Cable"
1736,"HPE 500W Flex Slot Platinum Option : 720478-B21 Spare : 754377-001 Modèle : HSTNS-PL40","HPE / HP(ALIMENTATIONS SERVEUR)"
1737,"HPE 500W Flex Slot Platinum Option : 720478-B21 Spare : 754377-001 Modèle : HSTNS-PL40","HPE / HP(ALIMENTATIONS SERVEUR)"
1738,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1739,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1740,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1741,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1742,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1714,"HPE 400GB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1715,"Intel D7-P5520 1.92TB — NVMe/PCIe — 2,5""","SAS / NVMe — 2,5"" SSD"
1716,"Kioxia 24G 15.36TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1717,"Kioxia 24G 15.36TB — SAS — 2,5""","SAS / NVMe — 2,5"" SSD"
1380,"Dell PowerEdge R630","serveurs rack"
1381,"Dell PowerEdge R630","serveurs rack"
1357,"Fujitsu Primergy RX2540 M2 Xeon E5-2630 32GB RAM","serveurs rack"
1358,"Fujitsu Primergy RX2540 M2 Xeon E5-2630 32GB RAM","serveurs rack"
1359,"Fujitsu Primergy RX2540 M2 Xeon E5-2630 32GB RAM","serveurs rack"
1373,"HP ProLiant DL325 G10 AMD EPYC 7302P 32GB RAM 2x300GB SAS RAID P408i","serveurs rack"
1374,"HP ProLiant DL325 G10 AMD EPYC 7302P 32GB RAM 2x300GB SAS RAID P408i","serveurs rack"
1360,"sans RAID + 1 avec RAID","serveurs rack"
1361,"sans RAID + 1 avec RAID","serveurs rack"
1546,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1547,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1548,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1549,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1204,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1205,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1206,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1207,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1208,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1209,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1210,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1211,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1212,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1213,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1214,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1385,"HDD SAS Dell 1 Tb rpm 7.2k","Stockage-Disque SAS"
1386,"HDD SAS Dell 1 Tb rpm 7.2k","Stockage-Disque SAS"
1387,"HDD SAS Dell 1 Tb rpm 7.2k","Stockage-Disque SAS"
1383,"Dell PowerEdge 2950 (2x 146GB SAS 15K, 2x 300gb SAS 15K)","serveurs rack"
1130,"HPE  PROLiant DL360 Gen9","serveurs rack"
1375,"Lenovo ThinkSystem SR530 2x Xeon Silver 4208 64GB RAM 3x1.2TB SAS RAID 530-8i","serveurs rack"
1388,"HDD SAS Dell 1 Tb rpm 7.2k","Stockage-Disque SAS"
1300,"Dell 27 s2725HS-Boite","ecran"
1391,"DELL VOSTRO I5 11320H 16gb ram 14""","laptop"
1393,"Hp elite book 830 g7 i7 10510u","laptop"
1390,"LENOVO THINKPAD T14 G1 I7 1051U 16GB RAM 500GB NVME 4H BATTERY","laptop"
1115,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1116,"Lenovo 14 G3 AMD Ryzen 5-5500n 8go ddr4 256gb ssd nvme pcle 14p","laptop"
1036,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1037,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1038,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1017,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1018,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1019,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1168,"HPE PROLiant ML350 Gen9","serveurs Tour"
1169,"HPE PROLiant ML350 Gen9","serveurs Tour"
1170,"HPE PROLiant ML350 Gen9","serveurs Tour"
1120,"Hp prodesk 400 G4 i3 8100 8gb 240gb SSD","PC BUREAU SSF"
1395,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1396,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1397,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1398,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1399,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1400,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1401,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1402,"Intel Xeon E5-2620 v3","Processeurs (CPU)"
1403,"Intel Xeon E5-2620 v4","Processeurs (CPU)"
1404,"Intel Xeon E5-2620 v4","Processeurs (CPU)"
1550,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1551,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1552,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1553,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1554,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1555,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1556,"Dell 900GB — SAS 10K 12Gbps — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1575,"HP 1tb 7200rpm SAS 2.5"" avec adaptateur 3.5""","SAS — 2,5"" — 600GB / 900GB HDD"
1215,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1216,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1217,"HDD SAS 2To-7.2K RPM-VERT 3.5","Stockage-Disque SAS"
1222,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1223,"HDD SAS 4To-7.2K RPM-VIOLET 3.5","Stockage-Disque SAS"
1090,"Dell Latitude E 7250 i5-5300 U DDR3L ssd mSATA (probleme touchpad)","laptop"
1072,"Lenovo thinkbook 14 G2 I7-1165 G7 16go ddr4 512gb ssd nvme pcle 14p","laptop"
36,"Lenovo thinkpad x280 i5 8350U 8gb ddr4 128gb nvme fhd 13p battery 92%","laptop"
1047,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1591,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1592,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1593,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1594,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1595,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1596,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1597,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1598,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1599,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1600,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1039,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
247,"65w","Adapter"
1412,"HP 295 G8 Microtower Ryzen 5 5600g 16gb ddr4 512 gb nvme 1050 ti","PC BUREAU"
1411,"Dell Optiplex 7070 i7 9700 16gb ram ddr4 256gb sata","PC BUREAU SSF"
1040,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1041,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1042,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1601,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1602,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1603,"HPE 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1043,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1044,"Lenovo thinkpad x280 i5-8350 U 8go ddr4 256gb ssd nvme 12.5''FHD","laptop"
1030,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1031,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1032,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
248,"65w","Adapter"
249,"65w","Adapter"
250,"65w","Adapter"
251,"65w","Adapter"
1421,"Hp pro mini 400G9 i3 12100t 16gb ddr4 256go NVMe","Mini pc"
1033,"Lenovo thinkpad x390 i5-8265 U 8gb ddr4 256gb ssd nvme 13.3''FHD","laptop"
1165,"HPE PROLiant ML350 Gen9","serveurs Tour"
1166,"HPE PROLiant ML350 Gen9","serveurs Tour"
1167,"HPE PROLiant ML350 Gen9","serveurs Tour"
1351,"Hewlett Packard Enterprise ML 350 G9 Xeon E5-2620 32GB RAM 2x300GB SAS RAID P440 AR","serveurs Tour"
1139,"Dell PowerEdge R630","serveurs rack"
1140,"Dell PowerEdge R630","serveurs rack"
1695,"ThinkSystem 300GB — SAS 10K 12Gbps — 2,5""","SAS — 2,5"" — 300GB / 146GB"
1696,"ThinkSystem 300GB — SAS 10K 12Gbps — 2,5""","SAS — 2,5"" — 300GB / 146GB"
1630,"HP 450GB — SAS 10K — avec caddy","SAS — 2,5"" — 450GB HDD"
1631,"HP 450GB — SAS 10K — avec caddy","SAS — 2,5"" — 450GB HDD"
1632,"HP 450GB — SAS 10K — avec caddy","SAS — 2,5"" — 450GB HDD"
1633,"HP 450GB — SAS 10K — avec caddy","SAS — 2,5"" — 450GB HDD"
1634,"HP 450GB — SAS 10K — avec caddy","SAS — 2,5"" — 450GB HDD"
1582,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1583,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1584,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1585,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1586,"Dell 600GB — SAS 10K — avec caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1428,"Hp pro mini 400G9 i3 12100t 16gb ddr4 256go NVMe","Mini pc"
1764,"Dell 870W DP/N : 0YFG1C Modèle : N870P-S0","DELL (ALIMENTATIONS SERVEUR)"
1619,"HPE 600GB — SAS 15K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1620,"HPE 600GB — SAS 15K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1623,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1624,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1625,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1626,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1627,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1628,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1629,"Hitachi 600GB — SAS 10K — sans caddy","SAS — 2,5"" — 600GB / 900GB HDD"
1672,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1673,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1674,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1675,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1676,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1677,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1678,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1679,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1680,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1681,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1682,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1683,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1684,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1685,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1686,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1687,"HPE 300GB — SAS 10K — sans caddy","SAS — 2,5"" — 300GB / 146GB"
1368,"HP ProLiant DL360 G9 E5-2630 32GB RAM 2x300GB SAS RAID P440 AR","serveurs rack"
1369,"HP ProLiant DL360 G9 E5-2630 32GB RAM 2x300GB SAS RAID P440 AR","serveurs rack"
1719,"HPE 500W Flex Slot Platinum Option : 865408-B21 Spare : 866729-001 P/N : 865399-101","HPE / HP(ALIMENTATIONS SERVEUR)"
1433,"Hp ProDesk 600 g4 i5 8500t 8gb ram 256gb data ssd","Mini pc"
1429,"Hp pro mini 400G9 i3 12100t 16gb ddr4 256go NVMe","Mini pc"
1700,"HP 146GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1694,"HP 300GB — SAS 10K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1691,"HP 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1692,"HP 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1693,"HP 300GB — SAS 15K — avec caddy","SAS — 2,5"" — 300GB / 146GB"
1370,"HP ProLiant DL360 G9 E5-2630 32GB RAM 2x300GB SAS RAID P440 AR","serveurs rack"
1371,"HP ProLiant DL360 G9 E5-2630 32GB RAM 2x300GB SAS RAID P440 AR","serveurs rack"
1143,"HPE PROLiant DL380 Gen10","serveurs rack"
1144,"HPE PROLiant DL380 Gen10","serveurs rack"
1145,"HPE PROLiant DL380 Gen10","serveurs rack"
2073,"SpeaKa Professional Monitor Desk Stand, noir, ajustable 17"" à 32"" (Réf. : 3419447)","​ACCESSOIRES ET ÉQUIPEMENTS DE MONTAGE"
2074,"SpeaKa Professional Monitor Desk Stand, noir, ajustable 17"" à 32"" (Réf. : 3419447)","​ACCESSOIRES ET ÉQUIPEMENTS DE MONTAGE"
2065,"i-tec USB-C Gigabit Ethernet Adapter (10/100/1000 Mbps)","​ACCESSOIRES ET ÉQUIPEMENTS DE MONTAGE"
2066,"i-tec USB-C Gigabit Ethernet Adapter (10/100/1000 Mbps)","​ACCESSOIRES ET ÉQUIPEMENTS DE MONTAGE"
2067,"i-tec USB-C Gigabit Ethernet Adapter (10/100/1000 Mbps)","​ACCESSOIRES ET ÉQUIPEMENTS DE MONTAGE"
1996,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
1997,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
1998,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
1999,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
2000,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
2001,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
1795,"Epson T9452 Cyan XL Ink Supply Unit","EPSON — ENCRES(CONSOMMABLES D'IMPRESSION)"
1755,"HP 460W Spare : 511777-001 Modèle : HSTNS-PL14","HPE / HP(ALIMENTATIONS SERVEUR)"
1756,"HP 460W Spare : 511777-001 Modèle : HSTNS-PL14","HPE / HP(ALIMENTATIONS SERVEUR)"
1757,"HP 460W Spare : 511777-001 Modèle : HSTNS-PL14","HPE / HP(ALIMENTATIONS SERVEUR)"
1758,"HP 460W Spare : 511777-001 Modèle : HSTNS-PL14","HPE / HP(ALIMENTATIONS SERVEUR)"
1759,"HP 750W Spare : 511778-001 Modèle : HSTNS-PL18","HPE / HP(ALIMENTATIONS SERVEUR)"
1760,"HP 750W Spare : 511778-001 Modèle : HSTNS-PL18","HPE / HP(ALIMENTATIONS SERVEUR)"
1761,"HP 750W Spare : 511778-001 Modèle : HSTNS-PL18","HPE / HP(ALIMENTATIONS SERVEUR)"
1744,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1745,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1746,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1747,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1748,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1749,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1750,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
1751,"HPE 800W Flex Slot Platinum Option : 865414-B21 Spare : 866730-001","HPE / HP(ALIMENTATIONS SERVEUR)"
2002,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
2003,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
2004,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
2005,"Dell OptiPlex 3050 Micro (Intel Core i5-6500T, 8 Go RAM, 256 Go SSD)","​ORDINATEURS DE BUREAU (MINI PC)"
1970,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1971,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1972,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1973,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1974,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1975,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1976,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1977,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1978,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1979,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1980,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1981,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1982,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1983,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1984,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1985,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1986,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1987,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1988,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1989,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1990,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1991,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1992,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1993,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1994,"Lenovo ThinkCentre M715q Tiny (AMD A6 PRO-8570E R5)","​ORDINATEURS DE BUREAU (MINI PC)"
1798,"Canon Cartridge 724 H Black Toner Cartridge","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1799,"Canon Cartridge 724 H Black Toner Cartridge","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1800,"Canon Cartridge 724 H Black Toner Cartridge","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1801,"Canon Cartridge 724 H Black Toner Cartridge","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1802,"Compatible Kyocera TK-5490 Toner Cartridge Set — TK#SET5490","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1803,"Compatible Kyocera TK-5490 Toner Cartridge Set — TK#SET5490","CANON / KYOCERA(CONSOMMABLES D'IMPRESSION)"
1762,"Dell 570W DP/N : 0RXCPH Réf : CWA2-0570-10-DL01","DELL (ALIMENTATIONS SERVEUR)"
1763,"Dell 570W DP/N : 0RXCPH Réf : CWA2-0570-10-DL01","DELL (ALIMENTATIONS SERVEUR)"
